Acai Bowls,Asian Fusion,Barbeque,Buffets,Burgers,Cafes,Cafeteria,Cajun/Creole,Chicken Wings,Child Care & Day Care,Coffee & Tea,Coffee & Tea Supplies,Coffee Roasteries,Comfort Food,Comic Books,Donuts,Empanadas,Fast Food,Food,Food Court,Food Delivery Services,Food Stands,Food Tours,Food Trucks,Juice Bars & Smoothies,Junk Removal & Hauling,Lounges,Pizza,Pubs,Restaurants,Salad,Sandblasting,Sandwiches,Seafood,Specialty Food,Steakhouses,Tacos,Vegan,Vegetarian,business_id,name,address,city,state
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,YAUUdbESr8BYQ_TFgDjT5Q,Tokai Sushi Hibachi Steakhouses,1699 Grant Ave,Philadelphia,FL
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TxJ_LSVVkRqSrIJYlY9P-Q,KFC,6114 Lancaster Ave,Philadelphia,FL
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,AUzVAJpsqxCpUz7ktn8QWQ,Cafe Coco,210 Louise Ave,Nashville,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,SbdL-8NSmTWgSwdGZBa7WQ,Fresco Pizzeria,3011 E Speedway Blvd,Tucson,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,poTRFH1mfLElY4pV5pad4g,Aunt Chilada's Cantina,34718 US Hwy 19 N,Palm Harbor,FL
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Sl8hH3uzlFoO29Ip5cIKeg,Steak ’n Shake,17509 N Palms Village Pl,Tampa,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rKRNzDQk1WsP30wVu1H0FQ,Elotes Nayarit Y Taqueria,5111 Nolensville Pike,Nashville,FL
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9TJzfMc4gEKSUxfnGcj6dw,Table Top Cafe,5716 75 Street,Edmonton,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DlU5bGy4imZ5JzZYoQkdSg,College Hunks Hauling Junk & Moving - St Louis,1440 N Warson Rd,Saint Louis,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mxl3M1W_ml6kNdHfbZxFeQ,Smallcakes,2030 Badlands St,Brandon,FL
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B8Uwm_12OajiujN_5AvrrQ,Starbucks,330 Cartwright St,Goodlettsville,FL
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ZU9RrYZxqZufw0ya_HRqJw,Jack in the Box,179 Damonte Ranch Pkwy,Reno,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ts9aktMHX8OolHRByAcKBQ,Kabob House NOLA,4303 Veterans Memorial Blvd,Metairie,FL
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,ytaVHTK7kdHxUscf2PCrow,Moon Rabbit Cafe,225 3/4 W Taylor St,Reno,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-IZjxag2sgJSWWzbV-2JkA,Cecil Creek Farm,73 Democrat Rd,Mickleton,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gp9PRGOKR7qiRsy-vxoYVA,O' My Buns,5870 E Broadway,Tucson,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yqnxbt0GBPZ5IDACqqMkBg,Starbucks,10450 N La Canada Dr,Oro Valley,FL
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,sGy67CpJctjeCWClWqonjA,Blake's Lotaburger,2810 E Speedway Blvd,Tucson,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3SI6DwinzZEFPfsFNWmQDg,Taqueria Pancho Villa,3185 N Dover Rd,Dover,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lEOxwatxwXaCi8lPUTFKRQ,Indian Frybread-Manna From Heaven,1118 W St Mary's Rd,Tucson,FL
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cvwj_KxKOmdosBFBY1Ka9A,Pit Boss Bar-B-Q,2270 Commercial Way,Spring Hill,FL
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,y6ulltaXBGkpsYhtG6UfrA,Super Smokers BBQ + Cajun - Affton,9527 Gravois Rd,Affton,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,GmJDCmDhtKbjofeO35yBrw,The Freshworks of Port Richmond,2634 Belgrade St,Philadelphia,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4MbKIpdVPz4OkoyS24fEEg,Westshore Pizza,7651 Starkey Rd,Seminole,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,divy7znxXWVurtnZVUqq-g,SC Damn Good Food,300 E Lapotac Boulevard,Edmonton,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,mq_bbdY46DlwI9tj3bEXtA,Krystal,261 W Broadway St,Gallatin,FL
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8Ak2iPlR4fCziMQZ11ohAA,Les Bons Temps,114 S 12th St,Philadelphia,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,x9CkJI3evO1AmnoTmC6dmA,Foley's Tavern,7714 W Main,Belleville,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SfUgDt8-6GAVTuwBMnedgQ,Wawa Food Markets,14101 Bustleton Ave,Philadelphia,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,MnKgN5crTUuxROY2aoadtQ,Plush,3224 Locust St,Saint Louis,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4pttw53YrhH253K15D9_wg,Jimmy John's,4356 N Oracle Rd,Tucson,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,kZc2yP2UGdB8XqTuf5yNDg,Cafe Modern Plus Thai&Sushi,18431 US-41,Lutz,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4sLW6iLkh5ELw0XvuwGyrA,Fisher's Tudor House,1858 St Rd,Bensalem,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,aSP0kuYW8d0Jyyjv7XSuDw,Pasquale's Pizza,3623 W 16th St,Indianapolis,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,F1Kb-3QR-VG0KknDP-8t0w,Zuzu Handmade Mexican Food,217 N 7th St,Saint Louis,FL
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,wbrcw9fIlE5cqd_3GtXPFA,Pied Out Bakeshop,538 Burlington Ave,Delanco,FL
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1_BzX6o0O6w_9yx9NczMrg,Wawa,6701 Ridge Ave,Philadelphia,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rxqcQ3fMMFsmKFo3EsBnEQ,Cousin’s Supermarket,1900 N 5th St,Philadelphia,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,L0XRKGMCSh1lRaiWXo-uyA,Angela's Pizza,17773 Gunn Hwy,Odessa,FL
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3pbc89Mbi-L7HjuAw-DQfw,Common Grounds Philly,1626 Cecil B Moore Ave,Philadelphia,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1ZOyc39cRMNmEFvTOvQ_Uw,New Ben City Supermarket,5520 Whitaker Ave,Philadelphia,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,lHndmmPiVHzZ9PLz_su8Zw,Taco Time,405 S Vista Ave,Boise,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6CkM4X2aKULL30r8KUZZEQ,Moe's Southwest Grill,1011 E Brandon Blvd,Brandon,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,WYYixmTSo0WPU93thdJ7ig,McGilvery's Speedway Pub & Eatery,3009 N High School Rd,Indianapolis,FL
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3UK4mtRYfn0efzFKbDEtCA,Hungry Howie's Pizza & Subs,620 Alt 19 N,Palm Harbor,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gOtY7zJ1rIu6UIHXEvh5sA,Southern Candymakers,334 Decatur St,New Orleans,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8myWDnvLjQn8p18ajL8tdw,La Reyna Bakery,3605 Commercial Dr,Indianapolis,FL
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,zzIF9qp2UoHN48EeZH_IDg,Domino's Pizza,40188 US Hwy 19 N,Tarpon Springs,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,IAyHcNx5IHoLf3V4dlgFCw,Pagoda Noodle Cafe,125 Sansom Walkway,Philadelphia,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,pVHbXwsqLxNzAx9rdwy2EA,Marmont Steakhouse & Bar,222 Market St,Philadelphia,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JN_sprx6_17CEhtbEK-AJg,Polo's Taqueria,918 W Prince Rd,Tucson,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,QuZedyMTfhVwAYONCvtCVg,Subway,450 Donelson Pike,Nashville,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vEqoA75vlhhZo5YGJIDn4g,Fresh Start Moving Services,"901 E Clements Bridge Rd, Ste 4",Runnemede,FL
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,d9vapPUlJCSSrltRRKO9ig,Sushi Avenue,2826 E Bearss Ave,Tampa,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TU0Qzv2xotpDZW_tY9uVMQ,Le Croissant Express,2 Poydras St,New Orleans,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,STiJrl3ox83syL-jw6FllQ,The Chopped Leaf,"104th Avenue, Unit 11540",Edmonton,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rOBfhfJA2T2nyo1hPDaEYQ,Seffner Tiki Hut,1001 W US Hwy 92,Seffner,CA
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,iwYEJXSabFsVK2Au4fdWLA,BAMBU,6009 Mansion Blvd,Pennsauken,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,ymE6ka6y6J-z2y2rX8QH3Q,Capriotti's Sandwich Shop,105 17th Ave S,Nashville,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ddDsQxYYJJDOoGRSZin8NQ,Philly Pretzel Factory,910 Rte 70 W,Cherry Hill,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,qSSFgdyZ3zZ6qCgLqAaAeA,American Seafood Connection,1376 Market St,Marcus Hook,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,necnuacmR2jYCiEova3s-Q,Taco Bell,1515 Blackwood Clementon Rd,Blackwood,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Y00kjaevrrTk9s6mXcLEjA,Ludwig's Village Market,2918 Conestoga Rd,Glenmoore,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,f44pSEoqD2vgoOpnp5jUZw,New Town Buffet,8500 N Cracker Barrel Rd,Tucson,FL
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,YFIl9ohLnlo05iJn9AuKaA,Alan's Pizza,3841 W Kennedy Blvd,Tampa,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8KU5lsg69OIbpGUBmt43AQ,Da Vinci's Brick Oven Pizzeria,183 Bustleton Pike,Feasterville Trevose,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IiatvDg0R1qwPtKPmSOdlQ,Panda Pavilion of Audubon,2814 Audubon Village Dr,Norristown,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12_YxEYiswleR_TMtxkuHg,PrimeTime Donair,6572-28 Avenue NW,Edmonton,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Kr1Ln95o-wZR9CYlLf2IOQ,Szechuan Asian Cuisine,629 Woodbury Glassboro Rd,Sewell,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,FjGAm10tARIypt5fYGpfqQ,Jersey Mike's Subs,7066 US Highway 19N,Pinellas Park,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,C-m2goUXTiEVrQBpXsiTLA,Dynasty Century Palace,200-9700 105 Ave NW,Edmonton,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5sFKSdkKNXHzr4sA5-VCpw,Brunchies,47 Boone Village,Zionsville,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,HjQO6KoOsdNk-rHpYwYfNQ,Frontenac Grill,731 S Lindbergh Blvd,Frontenac,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zc38kNMGlzhG1sivxyXeMA,Sundial St. Pete,153 2nd Ave N,St. Petersburg,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUnvoceeKLK201dOflQThA,Pandora's Snowballs And Soft Serve Ice Cream,901 N Carrollton Ave,New Orleans,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gjGUA6s62j8nKmJ-FEIVtw,Dodge's,466 Patricia Ave,Dunedin,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4g7eZD8PYvUEwROZeXxA-w,Salas Mobile Mechanic,205 South Salinas St,Santa Barbara,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,jLDwSeoQ_kDQwhnUJQO2yw,Sansom Kabob House,1300 South St,Philadelphia,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XU-kfPkuCfcHq74_aVMoGg,TCBY Fred Meyer Plaza,"1800 N Locust Grove, Ste A",Meridian,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZItR6OeBp4MX2LjqCS7TFw,"Uncle Dave's Homemade Ice Cream, LLC",931 Stony Hill Rd,Yardley,FL
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,v_0WykkMaIvYttp79mnyfA,Godfather's Pizza,645 Booth St,Reno,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tl-dTxLtEIC6iZgbEWzQeg,Walmart Supercenter,2608 Green Mount Commons Dr,Belleville,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,kE8XRJWDRnrihtgm5cLU_g,Greco Roman,2541 W Main St,Norristown,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,bb76HnMUTA-qg2UbFa9dYA,Parkallen Restaurant,7018 109 Street NW,Edmonton,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Daiwx-3amUuknjpPNS6Cug,Crossroads Grille,"2940 Murfreesboro Pike, Ste 101",Antioch,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,v5ktgWMAARaczTMh2rAJKg,San Jose Mexican Restaurant,"16540 Pointe Village Dr, Ste 112",Lutz,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,M4kHDHNzftSUtgpgyLlZ8w,Slice of Life Pizzeria,9123 Little Rd,New Port Richey,FL
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N0IleW0j5d_jYP0v2nVMXg,The Hot Spot,,Nashville,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,d-FXBUOsu1KXFypLt5bGqg,The Coffee Room,15 S State St,Newtown,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,ACDJiC4tPkWfiQyigWrEMA,Jerry's Rotisserie and Fried Chicken,233 W Schuylkill Rd,Pottstown,CA
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,ZyOqGKdr5JetY4jgD_UoGw,The Cheezy Cajun,3325 St Claude Ave,Bywater,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eKh-KrtRynr-ik1xTpShUg,Eddie's Donair,12643-153 ave,Edmonton,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,dRQ070s-UZiKdCFU78aekQ,El Mariachi,10991A 124 Street,Edmonton,FL
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Hf5d6683-zPMmN0tQWi7BQ,Tim Hortons,5010 99 St NW,Edmonton,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,M2S5ELqHjz1B1booBTN1dQ,Subway,12096 Anderson Rd,Tampa,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,bKiZJTI0-zrH7n4xM5kHcA,Burger King,200 E Judge Perez Dr,Chalmette,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7ELSYoA2CZx8UPSLrvhOXg,C & C Country Maid,260 University Plz,Newark,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,qGMbTLa6pHpmBqbDwBmUQw,Chicago Joe's Pizza & Pub,9604 111 Avenue NW,Edmonton,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ibDw7ntn1_OUS2PtFAps7w,Press'd The Sandwich,8411 112th Street,Edmonton,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,WnhA8izmpAhdYQs0m2STsA,Chuck E. Cheese,3073 Mallory Ln,Franklin,FL
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,z3REVRkZbxW9SUfy11mJPw,Cafe Bamboo,435 Esplanade Ave,New Orleans,CA
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bb5i_BtNb9q0H0QgNBlNaQ,Rainbow School,5689 Hollister Ave,Goleta,FL
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,ndJrd9xvEhtLHNmoGkC2sg,Jefferson's,"214 Ward Cir, Ste 1200",Brentwood,CA
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Bz2ZEqsy9L_MCXM56KV2YQ,The Slice STL,5023 Goodfellow Blvd,St. Louis,FL
