business_id,name,address,city,state,postal_code,postal_code,latitude,longitude,stars,review_count
FzLLPzrGAUU0iHKY0oaVYQ,Jason's Deli,"1801 Manhattan Blvd, Ste A",Harvey,FL,70058,70058,29.8878819,-90.0542793,4.5,33
phkw6cunE9YOl3izOxgufA,Waikiki Snow Ice,3514 W Baker St,Plant City,FL,33563,33563,28.0198382,-82.1593269,3.5,6
coh8PyHDBdrLQ_OvKtqC5A,Mt Lemmon Cafe,12976 N Sabino Canyon Pkwy,Mount Lemmon,FL,85619,85619,32.3545892,-110.7771917,3.0,6
BjiUikwghbG3pdSyLr5WDQ,Las Brisas Mexican Restaurant,"9040 Carothers, Ste A201",Franklin,FL,37067,37067,35.9567988,-86.8023986,3.5,60
bA4_MDnT5fK7NJaw_YNJaA,Aiyara Thai & Sushi,"2535 Franklin Pike, Ste 105",Nashville,FL,37204,37204,36.122816,-86.7761598,3.5,43
yG5tkMER9Ftkv4RDwMaQuA,Chengdu Famous Food,3635 Lancaster Ave,Philadelphia,FL,19104,19104,39.9591840099,-75.1945733333,4.0,214
0CPhgQAtXvxsmyFNJah16w,Gypsy Blu,34 E Butler Ave,Ambler,FL,19002,19002,40.1539429,-75.2227004,3.5,176
at09ktkw2T0AUyi34Lgt2g,Orient Wok Chop Suey,6698 Center Grove Rd,Edwardsville,FL,62025,62025,38.7810978,-89.9521405,3.5,14
_X4t5U6oI6yXE9WBAtdu8w,NOLA Smokehouse,739 Jackson Ave,New Orleans,FL,70130,70130,29.927221,-90.074369,4.5,81
b6NGQeURjEfpOxOuAxX-_Q,Krystal,100 W Trinity Ln,Nashville,FL,37207,37207,36.205606,-86.76913,2.0,16
EXhyD9yiJRN6BQ8QQp4DPQ,Burger King,3750 North Illinois Street,Indianapolis,CA,46208,46208,39.82395,-86.1594578,3.0,7
4qerWBd2zOalgPjAqsEwxw,Mannino's Pizzaria & Italian Eatery,903 N Charolette St,Pottstown,CA,19464,19464,40.2595527,-75.634157,3.5,34
rI9Ojso4-cd2blJdUgPBXA,Steak ’n Shake,3046 Little Rd,Trinity,FL,34655,34655,28.2040813,-82.6656996757,3.0,45
4xsB0nDdU2HPQcRGiDuRoA,Otto's,4210 Charlotte Ave,Nashville,FL,37209,37209,36.1526258,-86.8382014,4.5,20
qyANHGKsFt3CStNI5aQ-Xg,Retro Rat,1915 East Bay Dr Largo,Largo,FL,33771,33771,27.9161275,-82.7672852,5.0,5
9AOkWjqttSRJfEzAlbgx3A,Chick-fil-A,3802 E 82nd St,Indianapolis,CA,46240,46240,39.9094378,-86.1017257,4.5,108
VbtcX28aEOOSgMq8zwwnWg,Dunkin',2120 Stafford Rd,Plainfield,FL,46168,46168,39.698046,-86.37192,2.0,25
PbFG_A7A_fE-6oL4kC_zQg,So Gourmet,3301 S Dale Mabry Hwy,Tampa,CA,33629,33629,27.9152645,-82.5063301,4.0,167
sd0AA8okoNnR7ONkF9AWvw,Cuzino's Pizza & Pasta,2070 Naamans Rd,Wilmington,FL,19810,19810,39.8235946,-75.4989388,3.0,41
BArCVy2R4b9lPNCSa9u0-Q,Brickyard Crossing Smokehouse,4400 W 16th St,Indianapolis,FL,46222,46222,39.7884810259,-86.2287979329,4.0,5
TYgc71FqGLGiROceq4TP2A,Admiral Taddy's,2601 Governor Printz Blvd,Wilmington,FL,19802,19802,39.7496434,-75.5280236,4.5,12
YrLpxfQ-glrKjPwz9UdlxQ,Royal Pizza,"1 Herbert Road, Suite 101",St Albert,FL,T8N 2E7,T8N 2E7,53.6227569,-113.6091074,3.0,10
7-fSs7RaOD-EEIflooWRsg,Lake House,2822 N Center St,Maryville,CA,62062,62062,38.73382,-89.95601,3.5,14
nWymtJA5PQdtHDPvSmg-OA,Gerald's Donuts & Burgers,6901 St Claude Ave,Arabi,FL,70032,70032,29.9572881423,-90.0029102032,3.0,81
VhVc_kxNStk6var7DTCf9g,McDonald's,1021 Route 73,Pennsauken,FL,08110,08110,39.9910157,-75.0271849,2.5,8
F5tx2jGpXewKTxcRDAFaoA,China Grand Buffet,10498 W Fairview Ave,Boise,FL,83704,83704,43.620132,-116.312551,3.5,123
VgAKmXE8B7J0I_O_R13UKQ,Santa Barbara Roasting Company,321 Motor Way,Santa Barbara,CA,93101,93101,34.41507,-119.6944335,4.0,511
m7kkotVaWGTntsfroZaX0A,Boston Pizza,"10111 104 Avenue, Unit 120",Edmonton,FL,T5J 0J4,T5J 0J4,53.5456285,-113.4946715,4.0,9
qKTu_0lfnibcq4LTxKALXw,Moody's Butcher Shop,235 N State Rd 267,Avon,FL,46123,46123,39.766073,-86.399845,4.0,30
HDQGViGXTflhNta6Da1eZw,Subway,"1950 Kessler Blvd W, Ste C",Indianapolis,FL,46228,46228,39.8560341147,-86.195153099,2.0,6
EEMdwkN9Arbv3lPhKS2Muw,Zaxby's Chicken Fingers & Buffalo Wings,13460 Bent Grass Ln,Fishers,FL,46038,46038,39.983995,-86.003134,3.5,70
wCkjZV39PSdC7iIV6urJMA,Tarantella Ristorante,"128 NJ-70, Ste 7",Medford,FL,08055,08055,39.8987100319,-74.8457653753,4.0,175
7qsAUYz1RQKjQoAZB9O2Xg,A&M Rosami Restaurant,575 Keystone Ave,Reno,FL,89503,89503,39.5285537,-119.8293161,2.5,15
4CmLe8tGT5fIYHOaAsb3-g,California Pizza Kitchen at International Plaza,"2223 N West Shore Blvd, Space 189",Tampa,FL,33607,33607,27.963903,-82.521648,4.0,206
2Mp3YflkEmA3ELaZB7AhHg,Diablitos Cantina,3919 W Pine,Saint Louis,FL,63108,63108,38.637956,-90.242166,3.5,196
UudIHerflNJXVh5AoX_1KQ,The Quesadilla Company,,Westwego,CA,70094,70094,29.9060388,-90.1422962,3.5,8
ML0D_20SZv-Xz0ST74qkuA,Jing Fong Restaurant,2089 Philadelphia Pike,Claymont,FL,19703,19703,39.78911,-75.473958,3.0,19
vVfy055EfLMdd0yJYHxiMQ,A La Mousse,145 N 11th St,Philadelphia,FL,19107,19107,39.9552167,-75.1574268,4.5,691
vdnefmz_NuqjWslHltL47g,Garden China,2074 Sproul Rd,Broomall,FL,19008,19008,39.9671702503,-75.3598297907,3.0,38
-BFrwPGCH-22kRPvFrFk4Q,Jumpin Janet's,574 S Vista Ave,Boise,FL,83705,83705,43.599246,-116.213316,4.0,52
8NnFtyiclRkjGb1Lz7StrA,Supreme Buffet & Grill,101 S 69th St,Upper Darby,FL,19082,19082,39.9586208,-75.2581824,2.5,7
sl3Lm8ZNuY_oIop0ZFRzuw,Pizza & Pasta,1505 N Dupont Hwy,New Castle,FL,19720,19720,39.691976,-75.581245,3.5,19
vNUl3Bn6Zlnqdpbrv91lZw,Midtown Liquor & Deli,339 S Stone Ave,Tucson,FL,85701,85701,32.2174053,-110.9702462,4.5,7
M8GwSOatMl00415mt_alAQ,1000 Degrees Neapolitan Pizzeria,752 W Rt 70,Marlton,FL,08053,08053,39.8956226,-74.9388115,3.0,34
zVvdqWz7_qjJf3X87Yqp2A,Starbucks,2 North Central,Clayton,FL,63105,63105,38.650451,-90.338072,4.0,26
KhssnqUk7iZCOXc1HP3o6A,Sami's Bakery,4914 E Busch Blvd,Tampa,FL,33617,33617,28.0333063,-82.4042829,4.0,21
8fqBArhTP8vlnsk2_8qAJg,Lamberti's Cucina,1045 Bustleton Pike,Feasterville Trevose,FL,19053,19053,40.151812,-75.0021152,3.5,46
ey5YxpCArIrbPVsG4hux5A,Snap Custom Pizza,1125 Lancaster Ave,Bryn Mawr,CA,19010,19010,40.0249952021,-75.3249260411,4.0,66
eoMVY8MLh0pXHIW2zt5I8Q,Korean Barbie Q,150 N Arlington Ave,Reno,FL,89501,89501,39.5256362,-119.816768,3.5,168
bzldjIZDjIvS8vHTMRqNOQ,BJ's Restaurant & Brewhouse,1251 US Hwy 31 N,Greenwood,FL,46142,46142,39.633992,-86.121517,3.5,267
dvTQNq-EGH1Omt318rlt1g,Falafel Inn Mediterranean Grill,"777 N Ashley Dr, Ste B",Tampa,FL,33602,33602,27.950065,-82.460312,4.0,185
I5jxUHS1Dp2rg40eDzyiCA,Rasoi Indian Cuisine,1701 E 8th Ave,Tampa,FL,33605,33605,27.96077,-82.44027,4.5,218
BprJtcxm1P7VP6viiTOanw,Taco Bell,1165 South Trooper Road,Audubon,CA,19403,19403,40.1148320049,-75.418577614,3.0,27
sJmqrVw2Q8g2UcCu7LY7TA,Joia Fabulous Pizza & Martini Bar,10475 Gibsonton Dr,Riverview,FL,33578,33578,27.8547046,-82.3281056,3.5,180
K_BoVdQ-FUsNGvxXwHz7Aw,Thai Chili 88,3 Shoppers Ln,Turnersville,FL,08012,08012,39.7604732,-75.0504626,4.0,68
2e7nTXMc-l0cM_YpV5g5Ow,Balducci's,12527 Bennington Pl,St. Louis,CA,63146,63146,38.6999611,-90.4630012,3.5,120
11qNX7xXDVw_uBL4zoSOxw,Kana Girl's Hawai'ian BBQ,3912 W State St,Boise,CA,83703,83703,43.6418243806,-116.2373509718,4.0,17
a-pcOIKQTLdYsPyrDbUMhw,Lazeez,115 W Market St,Indianapolis,FL,46204,46204,39.7684726798,-86.1606439137,3.5,121
zymvTQ12tRy3bzmP4tPgOg,Salt + Smoke,501 S Main St,Saint Charles,FL,63301,63301,38.7778494,-90.4832866,4.0,368
ZU3LP5gHs3UybWmh9J13NA,Spicy Pickle,"5210 Longley Ln, Ste 100",Reno,FL,89511,89511,39.4762812662,-119.7633379154,3.5,107
gBGD0dNvfLlQOAaZzCU1NQ,Twisted Tree,10701 Watson Rd,Saint Louis,FL,63127,63127,38.5562167349,-90.4080575001,4.5,452
s_9ERatPIp_7GSrzHlgGMg,Broad & Banks Seafood,342 S Broad St,New Orleans,FL,70119,70119,29.9629749,-90.0894069,4.0,46
yw3vRR7XLIjEnlhMnVzR7w,Kai Sushi Shabu-Shabu,738 State St,Santa Barbara,FL,93101,93101,34.419763,-119.6989834,2.5,240
PVbOpU62LgBIJo0noXhcZA,Montana's BBQ & Bar,1720 99 St Nw,Edmonton,FL,T6N 1M5,T6N 1M5,53.4464664,-113.485541,2.5,39
Kfia_CYkBC_D6VEKtSrFsg,Chickie's & Pete's,234 Rowan Blvd,Glassboro,FL,08028,08028,39.7057964662,-75.1138846843,3.0,101
Zw70Q9vZ_ONgWLnn6PGrzA,D. B. Cooper's Safehouse,6109 Gravois Ave,St. Louis,CA,63116,63116,38.5758187282,-90.27755633,3.5,32
HNtTgTEYl3kBSN5U5FHHqA,Hub Coffee Roasters,32 Cheney St,Reno,FL,89501,89501,39.517893,-119.8082971,4.5,200
28ZGb3JiHuBlL8LO9Xh8yw,Mr Hauler,,Downingtown,CA,19335,19335,40.0064958,-75.7032742,5.0,7
PICgL-_LU1GPRZdBn-DrWQ,BIBIBOP Asian Grill,"365 W 116th St, Ste 140",Carmel,FL,46032,46032,39.9555398,-86.1631741,4.0,78
lKU_kljhbEQKIPaM1Zbqiw,Little Nonna's,1234 Locust St,Philadelphia,FL,19107,19107,39.947786438,-75.1618928091,4.0,1147
DKcFxSfjLvSXRB9rOKE8jw,KFC,9260 Ellerslie Road SW,Edmonton,FL,T6X 0K6,T6X 0K6,53.4253966195,-113.4766196,1.5,9
v52gKlWG8onChf109C3Q5Q,Mr Wish,116 Barclay Farms Shopping Ctr,Cherry Hill,FL,08034,08034,39.910043,-74.9957809,4.5,36
XyYsl2OyoMi6OMvzsdcVoQ,MIZZA,1112 State St,Santa Barbara,FL,93101,93101,34.422807,-119.703594,4.0,380
c4dbRo1LHY_q5VoYMzqSjg,Mari BYO,795 S 3rd St,Philadelphia,FL,19147,19147,39.9380055713,-75.1481305808,4.5,29
fm9Mofq-hDDQhDHbrg5E3w,Bright Ice,5591 Park Blvd N,Pinellas Park,FL,33781,33781,27.8395688304,-82.7100754157,5.0,14
4Vq9kIrMm3kx3DI8vVQfnw,Sweet Stop,1750 Deptford Center Rd,Deptford,FL,08096,08096,39.8315323,-75.0979797,3.0,6
DA7gIKdL4AFh8LdSQuGB9g,Blue Sky Nutrition,8 Grandview Plz,Florissant,FL,63033,63033,38.7753581181,-90.303089954,3.5,7
bGEi2BqDNGYFDtNzJhpABw,Steak ’n Shake,1525 S Kirkwood Rd,Sunset Hills,FL,63127,63127,38.5568913,-90.407643,1.5,66
S15T4CUe8xlWkybolQaISw,La Margarita,9435 N Meridian St,Indianapolis,FL,46260,46260,39.9249972,-86.1578221,4.0,6
Ur_Vy1jWplP8DG_5ljmgIw,eegee's,3872 N Oracle Rd,Tucson,FL,85705,85705,32.27706166,-110.9777529,3.5,41
pZRjFyceo_pa8vQo3oLXlw,Cookies by Design,"3535 Severn Ave, Ste 5",Metairie,FL,70002,70002,30.013463,-90.158415,4.0,12
9WkBLlgBMPPS5es6hcQsEw,Chivanada,,Nashville,FL,37011,37011,36.06,-86.67,4.5,15
W-GmQyyKIskcS3u7nHprtA,Watervue Grille,700 Harbour Post Dr,Tampa,FL,33602,33602,27.9399467,-82.4514669,4.0,113
5Vp6Pz3AVcqbyDj1ynKOTA,Blue House,1203 Kirkwood Hwy,Wilmington,FL,19805,19805,39.739606,-75.60086,4.5,6
GSiZfdrbw72LF1D2xTaTzQ,Mission BBQ,13612 Bruce B Downs Blvd,Tampa,FL,33613,33613,28.0713191374,-82.4267629195,4.5,192
ePs4Z_Nqsm5-kQk_hAp2Dg,Irish Pub,2007 Walnut St,Philadelphia,FL,19103,19103,39.9508625,-75.1740205,3.0,167
DuB7JAFDaR6RUJRLU1Avbw,Chipotle Mexican Grill,400 21st Ave S,Nashville,FL,37203,37203,36.1472009,-86.798874,2.5,113
hiRFCVIrbFs1DjHD0_ktvg,Pizza Hut,"156 Street and 87 Avenue NW, Unit 260",Edmonton,CA,T5R 5W9,T5R 5W9,53.5204658375,-113.5932093165,3.5,6
HgzSkvWHctw5pTQVfKNegQ,McDonald's,121 N York Rd,Hatboro,FL,19040,19040,40.1799606,-75.1059038146,2.0,23
aF5m1YyHVh_sFoCgPVZT5g,McDonald's,6235 S Heartland Dr,Zionsville,FL,46077,46077,39.9500011796,-86.3400305808,1.5,51
BNMnyrNZNQNxQ7Qz1Jos7w,TennFold Brewing,2408 Lebanon Pike,Nashville,FL,37214,37214,36.1696538,-86.6816933,4.5,158
cd2WNoGbB9ZHB5nBNu8U7A,Redner's Warehouse Market,201 Second Ave,Collegeville,FL,19426,19426,40.18179,-75.452863,3.0,6
4dTLWrSe0GN_GrMZ1uAZwA,Hooters,4748 Veterans Blvd,Metairie,FL,70006,70006,30.004792,-90.189742,3.0,94
65f4D4yxwPUKjC5z-WbUEw,Mandu Roo,7050 Terminal Square,Upper Darby,FL,19082,19082,39.9613699652,-75.2628010511,4.0,27
UoWQQanrWuzXteBerAis2Q,Subway,1223 Main St,Imperial,FL,63052,63052,38.3712587921,-90.3861249061,3.0,9
k8C4zFZDl8GcjIapHCB77w,Cali Viejo Catering,436 E Brandon Blvd,Brandon,FL,33511,33511,27.9379629,-82.2800334,4.0,176
g4ixx1G1__jlmvDTHUAanw,Val's Seafood Trattoria,195 Center St,Sewell,FL,08080,08080,39.7662373,-75.1436937,4.0,91
fyYIXgKT2w-TuUIU-P3xnA,CVS Pharmacy,845 4th St N,Saint Petersburg,FL,33701,33701,27.7809084,-82.6382,4.0,5
HBk165NRJcLWdPHzuSkAEA,House of Kosher,9806 Bustleton Ave,Philadelphia,FL,19115,19115,40.0927682371,-75.0331032578,4.0,11
1BZcRoLmJ55rDM5rgt4nLA,La Mansion de La Arepa,10011 W Hillsborough Ave,Tampa,FL,33615,33615,28.0036983855,-82.5962006629,4.5,40
0W6KJNqUDHw9hPhv79WcOA,Ice Spice Cafe,"20304 Trout Creek Dr, Ste 101",Tampa,FL,33647,33647,28.1634002704,-82.354301177,5.0,31
SG9_UvGkcsArW6oELZ5XFg,Starbucks,"4500 North Oracle Rd, K005",Tucson,CA,85705,85705,32.288619,-110.973811,2.0,12
vDC3NC8T9QpPMZlrCAnnIA,Coffee & Cream,6 E State St,Doylestown,FL,18901,18901,40.3099574,-75.1302126,3.5,8
tNy1aK_8FD04uGvNeQQJBQ,D & D's Just Tips,10074 E 10th St,Indianapolis,FL,46229,46229,39.7826929749,-85.9890686762,4.5,29
_9vvw3u3MGOrZqUGcs3hjg,Papa Fattoush Restaurant,"15 E Main St, Ste 100",Carmel,FL,46032,46032,39.978234,-86.126712,4.5,187
ekZqjxHCtN1cFkaj-W-8Dg,Prime Time Sports Grill,14404 N Dale Mabry Hwy,Tampa,FL,33618,33618,28.0789773,-82.507865,4.0,111
wF-L8lZGy2H1q_06KJUHwg,Ralph and Kacoo's,519 Toulouse St,New Orleans,FL,70195,70195,29.9563076,-90.0639801,3.5,166
kzdW2Z8PowmTYMVbEFBXwg,Dino's Pizza & Pasta,101 E 4th St,Bridgeport,FL,19405,19405,40.105167,-75.338022,4.5,71
EKx5_zzWHO4AsrM2SkhH9w,Surf and Turf Beachside,13437 Gulf Blvd,Madeira Beach,FL,33708,33708,27.790874,-82.7881147,4.0,14
Reuk1p7ZUrLikUjzv70jYA,Tanias 33 Mexican Food,614 N Grande Ave,Tucson,FL,85745,85745,32.231063,-110.98934,4.0,324
2WGnykxiM-Mp-qIm2u7iAw,Maggiano's Little Italy,1201 Filbert St,Philadelphia,FL,19107,19107,39.9531992,-75.1602278,3.5,676
If0sL5DNvKdtU4mLli1aig,Pizza Hut,10171 Big Bend Rd,Riverview,FL,33578,33578,27.7911218,-82.3426337,1.5,11
_mdDAxk-O96OP35XdEfUTA,La Perrada Colombiana,7803 N Armenia Ave,Tampa,FL,33604,33604,28.018547,-82.484047,2.0,91
UaVFOX65gnMMRwgNL5KQiA,Courtyard Grill,4430 Magazine St,New Orleans,FL,70115,70115,29.920518,-90.102382,4.0,57
WIf1NO9OEUkqPR4R52cs6Q,Westmount Mini-Mart,"Westmount Shopping Ctr, 200 Westmount Ctr NW",Edmonton,CA,T5M 3L7,T5M 3L7,53.5608034,-113.553836,2.0,13
wM6v2vjHPXuV1wGBSLU7jg,Jerry Bob's Family Restaurant,10550 N La Canada,Oro Valley,FL,85737,85737,32.3974284,-110.9939156,3.0,60
EIeDtIG5WoD9Fv2ppF3Y-A,Taziki's Mediterranean Cafe - Green Hills,2190 Bandywood Dr,Nashville,FL,37215,37215,36.105208,-86.817418,3.5,61
ul4mTZlTCLqVI3WQW6mxGA,Yeats Pub,202 E Lancaster Ave,Ardmore,FL,19003,19003,40.004873,-75.2857499,3.0,17
GxQqAlBts81cbP9h6rdluA,Mongolian BBQ,8037 W Fairview Ave,Boise,FL,83704,83704,43.6183915136,-116.282159463,4.0,30
vUBnjutMeNiBRSB-7o1imQ,Tarka Restaurant,3801 Chestnut St,Philadelphia,FL,19104,19104,39.9555544,-75.1985848,2.5,78
Ixr2-GfYKatXdq1rZnfHiA,Ruby Thai,132 Christiana Mall,Newark,FL,19702,19702,39.678762362,-75.651685819,3.5,22
QH4h7s7PsSM9wsDTqOoM7Q,Eataly Pizza & Grill,138-A S Dale Mabry Hwy,Tampa,FL,33609,33609,27.9433652,-82.505413,2.5,21
Qx2mHzBChsus60Mje4BQog,St Louis Pizza & Wings,4300 Telegraph Rd,Saint Louis,FL,63129,63129,38.486625599999996,-90.3033477,3.5,21
BdpVhKo7kG_0iPsksawyMQ,Mt. Laurel Bagels Deli & Catering,888 Union Mill Rd,Mount Laurel,FL,08054,08054,39.9383164,-74.9163776,3.5,14
j8feOxyJqlIJWOi8su2qzw,Serial Grillers,5975 E Speedway Blvd,Tucson,FL,85712,85712,32.236675,-110.865028,4.5,986
Rw2Aw3vyj09BLyKfz-V8fw,Tony Roni's,1107 Easton Rd,Willow Grove,FL,19090,19090,40.156402,-75.121687,3.0,71
9r4_dxeaf5361XfQ0FFOWA,Blueberry Hill Pancake House,460 Town Center Dr,Mooresville,FL,46158,46158,39.6182514059,-86.3544273376,4.0,71
fX57gus0k0WY92W8r-Mlwg,Bearcat CBD,845 Carondelet St,New Orleans,FL,70130,70130,29.9452587,-90.0733993,4.5,209
uxNn-vnEhJ7UJh6AmJ92aQ,Hermitage Bakery,3450 Lebanon Pike,Hermitage,FL,37076,37076,36.1909203,-86.6261231,3.5,41
J5R1mAdJihf1m7gl5X62vA,Asian Halal Meat And Kabab House,2611 St Rd,Bensalem,FL,19020,19020,40.1093097,-74.9510129,3.0,31
nSGdCxRgAymQs06mY0wSlw,Macke's,"4009 Hillsboro Rd, Ste 212",Nashville,CA,37215,37215,36.1046641,-86.8196172,3.5,9
wkO1a_i1Mzpd-0sbiLa7EA,Little Vinnie's Pizza & Pasta,1706 Faulkland Rd,Wilmington,FL,19805,19805,39.7469853,-75.6116476,4.0,56
Mdj5GGI5Zu1ETkNFnojDZQ,Best Wok Chinese,2803 Clifton Ave,Nashville,FL,37209,37209,36.158454,-86.8189748,3.5,101
Gqfx2sT4VeyzXaUZCFMhQA,Clock Tower Sports Bar & Grill,145 107th Ave,Treasure Island,FL,33706,33706,27.769373,-82.767551,3.5,11
hjzzz46R6waMAH7qz5uh-g,Two Dads,5133 Gulfport Blvd S,Gulfport,FL,33707,33707,27.7487347576,-82.7030622857,4.0,5
RDjtVGc0c04ZIR6em1hCbQ,Nicky D's Wood fired Pizza,2840 De La Vina St,Santa Barbara,FL,93105,93105,34.4376229,-119.7262251,4.0,117
1DjUWO4csdFa-cg15dSGUQ,Sonic Drive-In,1889 Almaville Rd,Smyrna,FL,37167,37167,35.9315143459,-86.5332368016,2.0,15
D3H0pQUSO4uW9PxX2Cb9jA,Tutti Frutti,"2 Hebert Road, Suite 244",St. Albert,FL,T8N 5T8,T8N 5T8,53.622219,-113.606701,4.0,5
lTE4kAGdbUYe85yhMyRFKA,Checkers,5062 Murfreesboro Pike,La Vergne,FL,37086,37086,36.0220156201,-86.5839322277,1.0,11
o-qSKPjoMhQZVsvn9wtDlQ,Daylight Donuts,6911 W Fairview Ave,Boise,CA,83704,83704,43.618835,-116.267973,3.5,23
Z81IX5aTaIEGa8QeWhJ-eA,Maple Shade Custard Stand,340 W Main St,Maple Shade,FL,08052,08052,39.9545199,-75.0076955,4.5,115
wWNsibZNI14jKygnsOpu6w,Panda Express,5870 East Broadway Boulevard.,Tucson,FL,85711,85711,32.2198444,-110.8655177,1.5,14
OOtMbkngmDcJrsfMlJzK9Q,Laclede Street Bar & Grill,3818 Laclede Ave,Saint Louis,FL,63108,63108,38.635446,-90.240346,3.0,15
6IwF2rpoaiR_W6DzOvuceA,Victory Brewing Company Philadelphia,1776 Benjamin Franklin Pkwy,Philadelphia,FL,19103,19103,39.9561946841,-75.1689851604,4.5,51
m7wiqTtDsuJ8we4gFqdqMw,Giordano's,401 N Dale Mabry Hwy,Tampa,FL,33609,33609,27.948994,-82.505276,3.5,27
al3Ri6TEqa2rBzjHsn0T_g,Merchant,800 Common St,New Orleans,FL,70112,70112,29.952739,-90.0711728,4.0,649
bDwAOwlB-HkOqvSfHumfng,Pharaoh’s Donuts,202 N 9th St,Saint Louis,FL,63101,63101,38.628186,-90.193652,4.5,313
61q-hsw2f57aIpwTvSPP6A,Jalapeños Bar & Grill Broadway,1555 S Broadway Ave,Boise,FL,83706,83706,43.594026,-116.194039,4.0,20
UdXpVlj1DCJ2ZFgU0uVVkA,Wendy's,4720 Commercial Way,Spring Hill,FL,34606,34606,28.4972297,-82.5930191,2.0,17
dJKKsvtfzqtyIhW7kQmUAA,The Kitch'n: Southern & Caribbean Cuisine,6 S Main St,Phoenixville,FL,19460,19460,40.1777508,-75.5455978,4.0,5
YfDmHVA_EMgX0US0kunZ-A,B.GOOD,26 Centerton Rd,Mount Laurel,FL,08054,08054,39.969113,-74.912268,3.0,106
mdb_Ri2eqVGG1C-7Cuyplg,Double Tap Pub,409 S 8th St,Boise,FL,83702,83702,43.6131389,-116.2063268,3.5,76
LmnogRfCY-uaVJFtbfVBAg,Larue's Bbq,3439 Kabel Dr,New Orleans,CA,70131,70131,29.9193289913,-90.0085998327,4.0,15
29Mm3hQIzlqjHBvyMxA8rA,Mamas Kitchen,5885 Seminole Blvd,Seminole,FL,33772,33772,27.8255364,-82.7866677,4.0,121
kCcsA02hdoQJ9oHKVdARcQ,Smoothie King,4956 Ridgemoor Blvd,Palm Harbor,FL,34685,34685,28.099556,-82.6912688,4.0,5
stSD7zDVWDrurFYpL2Y9Sg,Saigon Taste,10383 112 Street NW,Edmonton,FL,T5K 1M9,T5K 1M9,53.5459208598,-113.5134988368,4.0,36
kTtgpb-b3Xgb6gadPSCR0g,St. Louis Bread,1909 Brentwood Blvd,Brentwood,FL,63144,63144,38.624633,-90.347734,2.5,93
S44cH9_iPKIw9ni-WoiRrg,China King,1106 Shackelford Rd,Florissant,FL,63031,63031,38.8126216,-90.348155,4.0,31
fux8aN2h-uvuDUKCQMhCLw,MacDinton's Soho,405 S Howard Ave,Tampa,CA,33606,33606,27.9405328457,-82.4831670086,3.0,208
5TwBLv_xV0LawqkbIllEVg,Aloha To Go,19711A Gulf Blvd,Indian Shores,FL,33785,33785,27.858024,-82.846512,4.5,303
egDsfkn6ZYrYRnlGe4I94g,FinBomb Sushi Burrito & Poke Bar,681 S Virginia St,Reno,FL,89501,89501,39.518398,-119.809615,4.0,263
xZ8xX5epDVMqD6mklwtP3g,Mama Yolanda's Italian Restaurant,746 S 8th St,Philadelphia,FL,19147,19147,39.9402619,-75.1561121,2.0,8
tW4w9WGwyxJ03PMabnqQkQ,Olive Garden Italian Restaurant,2245 E Lincoln Hwy,Langhorne,FL,19047,19047,40.1777913313,-74.8810054383,3.0,96
cmCcPWJtdRROb4n8QNljww,Brooklyn Rolls,1628 E 6th St,Tucson,CA,85719,85719,32.2275376,-110.9473222,4.0,40
OvAyaPnYYFeyvcP1HdAVnQ,Chick-fil-A,"241 Westshore Plz A, Ste A",Tampa,FL,33609,33609,27.94694,-82.5273396,3.0,18
PtVJoVOcsll8TP2HnArLsw,Tyler's Bar & Grille,5343 Limestone Rd,Wilmington,FL,19808,19808,39.747238,-75.69893,3.0,80
U7XK2Ki-PGx87IgXxH55IQ,Divan Turkish Kitchen,918 S 22nd St,Philadelphia,FL,19146,19146,39.9407814,-75.1796694,3.0,84
I8IPPZvEPdb_xG0nGIMyjA,Thai Chef & Noodle Fusion,157 W Lincoln Hwy,Penndel,FL,19047,19047,40.1576773543,-74.9161435388,4.5,313
2Z4UlKeHAKmxHqbyhj4a_w,Herman's Coffee,1313 S 3rd St,Philadelphia,CA,19147,19147,39.9313999,-75.1497036,4.5,82
Z1YH3dvDwdM6_isWY4jtrQ,Peninsula,1035 W Eastland Ave,Nashville,CA,37206,37206,36.183998,-86.749696,4.5,127
Rp-LsUkZrQhxvEGPe9nhoQ,Subway,1323 Bell Rd,Antioch,FL,37013,37013,36.0467381078,-86.6764542635,1.5,6
dJGZ4w3ujr-X44XPOzxOfw,Cafe Mocha,263 S 10th St,Philadelphia,FL,19107,19107,39.9466562,-75.1578532,3.0,14
gKRay6giNIWH2-u-7svQwg,Downtown'R,475 N Granada,Tucson,FL,85701,85701,32.2262232,-110.9791178,3.0,5
zTZTx7_vhdvGk8bBe3vd3w,Madhuban Indian Cuisine,6930 W State St,Boise,FL,83714,83714,43.6669169,-116.2751858,4.0,190
4SXaGSvFfz870jntat6ueQ,Main Street Deli,904 W Main St,Boise,FL,83702,83702,43.6164794,-116.2047808,4.5,44
Sa5Axd6-MzgPgaq2gUZvWg,Hokulia Shave Ice,3909 E Fairview Ave,Meridian,FL,83642,83642,43.6191499862,-116.3454317674,4.5,6
7IocFr7GXKvnkGlJZLapsQ,Schnucks Crestwood,9540 Watson Rd,Saint Louis,FL,63126,63126,38.5571107,-90.3788081,3.5,20
5Md9puugB6RsTX8p7I6EXw,Caliyogurt SoHo,2303 W Morrison Ave,Tampa,CA,33629,33629,27.9338596,-82.4833097,3.5,10
