business_id,num_registros
FtFRMb7Wj8ok8VgFvQXASw,7
FtGvIankbtTeC7YMflVgqg,4
FtIKnMDBw3_Lv1bKJYSAaQ,75
FtN_ctIlpuTcAInNIMiM1g,10
FtOh8b-xraalsvxoSHZkBg,9
FtTMjCQrZklsX5xENKPkpw,49
FtT_HlYiyOrE-TzKl6_qgg,7
FtTgxJM4cduv8RU0g6y-2A,12
FtTrAxQUY7_HHGPRPEI5DA,9
FtXUX0Xf0czn5An_a0ojkA,6
FtY4uxKAXcZDDFUhfOp-lA,7
FtYMPyzrxtti_MgmgHqyig,29
FtaYfYxYeW87IUGteaML_g,1
FtgyT7Ke9S19ylFgrllrzg,22
FtiM7EZMKvAPqZqud27x3A,164
FtkYGVPVCRuuhQhYJBSVQw,173
Ftlb7mILHcLBJbyVMxH33A,44
FtmlfXAZISZYoZOZJ5o-Cg,8
Ftq6QuRhcuJbdv8DHOvCuw,1
FtyrXpqxGT0Py-940r1VRg,12
FtzKdwb27s0Cd9ASC5Uo3w,37
Fu-AQBEEulHSKGGx4CTOmQ,17
Fu1FF5nAZElIP90pjTF03w,5
Fu2KK2odYfHdpmAVxrZolw,24
Fu2o_apxNHnDWz2AcJLRmg,31
Fu3QcNVVIQOHWTvxkOHy3g,11
Fu6fvUUeBsQtQLsXbynoBQ,75
Fu88dQ_5t3I9G5vv8IcAQQ,1
FuAZcgwsf_2kEPbeG9O7CA,19
FuCGexpfecjJ12KZ04VYEQ,50
FuCJg8ToNzCrdMhTE8VtFA,2
FuDAtkLAHBKyhzdPeM1iVA,257
FuFjnYfy2S8q2jNeMTov7w,5
FuIBRBEkZmwviTZ_qab0Zw,21
FuK2y0n-85Efl2vhovW82A,8
FuM4HkWU1qMlmFc7L0qKZw,45
FuNco6xbqTtE3TyjsIk0AQ,59
FuRcuJTqKIYDxxsC_ZozzQ,63
FuRzzE_Q-Iv938KNjG-9cQ,9
FuU-wjbEslczzWAQzht50g,40
FuU2rBUeztCZp8SUNtHcNA,18
FuYIOTYgUNc49mnepC5djA,8
Fua2G2W-oE7XoWnNIbnE5A,20
Fub2EIa-OnedmsPgC33vXA,3
Fud_WdKu82D02zemNd0xkQ,5
FuehQ0ZaegdOQ_fhI1z7Zg,324
FuirD5eQ_LHlby31CxxLHQ,5
Fuq_2wPEP77cXp24GpR2Fg,11
FuwM02obw0PhqNdZVE6ugg,530
FuyZvn7OxiJnUIXoaRnriw,34
Fuz_j45xUekBD6zCDS996w,1
FuzkitkHgREA8emAKlWCCw,16
Fv1OvtX40OUzaDL0P1itsw,248
Fv3iSsxOxI2shzjBGFk_jg,142
Fv6EIYsJaUCqyvvAr6kLew,3
FvBLSErZi9ScAIB7uCIj1Q,79
FvBUare-QfqoTyHIvbWkvA,46
FvE174XakEbHNM1Jk-CAGQ,26
FvJdcxM_F2vcN4l-Xqf_Eg,5
FvN-rcK9Ly3iK-zPSVKbDA,4
FvSMWWmDHPo-O8pxI7_0ow,384
FvWmYektbn0BEot7kotEHQ,2
FvYOeBYe_RPEZy7D0rsOpg,2
Fv_snoYk6oI_t_YfLM3MFA,4
FvdYHqXXzvWPdipQTbufuw,5
FvhW1s0u-Pl3rTSKtYzs2A,1
FviwMEmIA0K3mwcetiSvTw,2
FvkSgBooMT5kfgXbU4FE9w,172
FvnOBnzdJ84dab1GfbAZwg,3
FvoMskuOwqOFhly_9KVwkw,12
Fvujip8PJg4UTeAcfSH9QA,155
Fvv0t4GiWx_xeBPc2GFbbw,162
FvvUrIOVwvgswQZsnAAU3A,3
FvvlLwlLrMXx7ScfKdx3MA,39
FvwpZnZK4EJM4WRi6Lkw5g,4
FvzSJKFwhTYkpOh0TZD_nA,54
Fw-3BqcbyLtemOlwLt265g,86
Fw0Zj62lkz-KUPu-RgJRrA,3
Fw6q38pmD9QAPLw5T3nP4A,26
FwFJcH8ashI_DyP1VTQRlw,11
FwHflGnStDpUwucnF-fttA,164
FwM91uLplNTx_aNlNOIFWg,50
FwOCErmBff1G8sf85_cJnA,37
FwPWaYXi0-sUncA_I-OSkA,7
FwQX2hIK0o1cWeHPNUNmkg,43
FwR7yomHU8D38q_CDtxjjw,5
FwTIsJdOV8JVBO_ep3gYSQ,149
FwUab2aMIYicTp6v5j8xKg,28
FwVVT_xJM1VDt1D4Cr9mjw,179
FwW5wlrXgAuXag8d5Mu2FA,192
FwW6XfCY8xOynOi3RCSElQ,17
FwYEADSjUyoENY-MEdyhBg,68
FwYkCJ7zSWp2tYEIEXwIFw,3
FwZZQ3-ecjtGrFJVEqtwbg,8
FwZu-l_OLj-53DtBlKumoQ,3
FwgclDDUfmHOLEEx4gNo4A,15
Fwk0CuYtBmMZj6yXf_Lwag,3
FwqP9mfPQLsso-uBuVg-oQ,25
FwrbND37xcFb-i1jCWOr6Q,10
FwtUXIQF3JB_03J5l8l_SA,24
FwvK-Xyi11yDeYmqmL6uSw,338
Fwvw-3a96G2B9lCO_E2MlQ,47
FwwbaUc7u5nSiLmkF_Z1Tg,214
FwxVNuaB4WDFx0NmtCLquQ,32
FwyMABjC2nZlfQZHDptc6w,105
FwzuM3w43D-2fNj3m-SToA,52
Fx-aeVOMJ8K2fgPtRyGkSg,42
Fx3G7hIzEzqEOHZ5ISlhPQ,20
Fx3hU_UjoUdBrP1aqeG0uA,31
FxBwl9Grthz-75q8xemfxQ,2
FxD8lRLq6OLQW1_ch7mYqw,19
FxG4XkAbCzH4_mORu5TMkQ,52
FxIOaZ5Zk7QHtQy8WV2yzA,5
FxJKgdvzwdkYXO2apXBcNA,239
FxKrY1Uhs3IEXaLQHw21jQ,74
FxLlLLm3HEDZuSlMGIwRbQ,22
FxOiQuDGEue-Fno5-ZKEow,101
FxOrCFtUytkNKxpJ0hTHRA,9
FxPAj-ruqvAeumxTiu4E-w,26
FxQV69T-JxphEvQuru4bhQ,17
FxUa0gboDPCMDu0uRwLyrg,68
FxXNKigacOeQoU2JUspX8g,37
FxYuQeBCRwi_U_1ohNqvUg,2
Fx_yFwHlHboVTTj-4NJQyg,944
FxeakFEI6gObK0CxcOft-A,675
FxftmA8Q26OVVt0qIGmZqg,2
Fxh6m7cMFvmZn5FGYmPybg,1
Fxi8vR3UFVO-RUHb7kbX2A,21
FxmQQutiIzlH40hUQmfEVA,3
FxmuSs09zip7zrgNHTZcXw,1
Fxn26buLZOoiT4OkugdyVQ,27
FxnFkNA39Ad4GxZK87aUPQ,8
FxosV3rl41ZlR724nnrImA,44
FxqP-qE3LsGaNQ1dkI3EQA,1
Fxr3yS0Z7HQDYJus3p-3Cw,3
FxuVnt8WglXhBso1hUZhVQ,17
Fxw6XfEUB37hc3erTqnA_w,19
FxyGTyC98dVsVMhPiHXyOQ,313
FxyoPIKz_xK0gwh5Mu_JxA,60
FxytlVa-kAQVoO3nl5gbkA,1
FxzRMsdEUBFGtvftJzIJ_Q,83
Fxzm5Yp3yDq_8n5gptP1lw,82
Fy1fQN9A5q7VXUHMdDttZw,128
Fy3_fyER7Us93L1nLCG57w,11
Fy3tU-7FVEG2_MnM_169YQ,25
Fy5-wCWfbMG7WQkOk6TR1A,6
Fy5mHS-qcXvh1UUI7oE9dA,74
Fy9boTsBlDIGTTEzyckn0g,1
FyAqhRGjRqyiAagSb7re0Q,13
FyAvXke2wFHmbWg-O-NICw,138
FyDQ8QKKjmBKagZ2GhNb8Q,519
FyG9HVSM-iAZIPxkFIKLgA,13
FyHvN2aeGZyGYQrN47cE1g,14
FyIfrJ709lc7ZFAuCDadjw,48
FyK0sYez1ImnovyzJ_iGZw,57
FyLqxtUiavSjtpXvija6aA,4
FyPqFGQXuX7Jkrjm6LoC0Q,13
FyQ5VaG_AKGp7GZDHtFiPA,5
FyXJi2rkXGEoX4PkO77Emw,46
FyXNlwJC3T0p8tDCjvL6bQ,20
Fyc2hrO0LjHNlyswvtI_iw,2
FycGiFkvD5U0lsrKHiBpaQ,36
Fye47ylRNyQlS-1DzU9n8g,24
Fyevl6n13We9CB7ubaUBCA,2
FygWE7b7ZN7JKKxbqKtMZw,22
Fygy2cHsan_SfurMLBOa8Q,4
Fyi_Mf7UsTNVNQii-RGzTA,16
Fyq1PaNgtttJ3beg4LFkVA,86
FytjlmBiEj-MiwuWxGM_eQ,59
FyuCXTESXWjQ_H44deA49Q,8
Fyudi29jdmSZyM_F9Txg_g,217
Fyw7Nszsz2E6ZKy7gjPtDw,1101
FyyOULcQpoWBtetKX0xlIA,819
Fz0CawZdGsaEy7-5ZmRuZw,92
Fz4aGOGRmPo0ki6iAc42Sw,2
Fz4mzQjAxyrN6tQLcZ73Bw,283
Fz5ACHM8frUyc1v1_BudyQ,94
Fz5e611pvaSZmtUqiryHRg,3
Fz625TPOmqcmAsptXoPfWg,3
FzHOoHFUI_V4lABV1gboKA,8
FzHVtXe8-3fFclRBUI9YdA,780
FzHkziPh867xpgBxH3_IVQ,35
FzLLPzrGAUU0iHKY0oaVYQ,17
FzNQFTC2hjh3wN7vGqwVww,2
FzP2qNmxat4GkMbvaUqfwg,9
FzPcTnyux3veOoz1FzAp-Q,15
FzU5a6v8jhFP2-tj2tXBMQ,5
FzUcYMIKRebF-4NqbUPTEg,226
FzVxljzLGcz_cj6vvsDy1Q,64
FzW2_aBczsAOw-OhWvp2RA,1
FzZ2U0gLuhKVarDdXVWBQw,57
Fzd22oK4wFqGTU1BmMlSGw,80
FzelkV3vzxkRgBmVSIqALA,9
FzgjWbWARZBl-u622FpAmQ,42
FziFx92gNosWKclBUQ0jkw,2
FziauDDII0yVgAP6cpNa7A,6
FzlicQyHeIbLGreKpfrOmw,112
FzlwYkW9HzZ2PFDxxpcfew,83
Fznh-uToFJJxTuY0JFT3lg,120
Fzq4z0tSyjYQV0fMrnionw,1
FzrbnV-9y0LkksceBa863g,8
Fzrpwup-gVia-806_ozFkQ,166
FzsdmAlIGU8xsK4IcdBEMg,13
FzwzZikIg7WAXxqiN3kfRw,55
Fzx5FLdDPAV9pqS4Vsq8Tg,4
G-2ftH9puhObkqxy18jMMQ,4
G-3364B-eVslDufNEpHAOQ,38
G-5IdsKUCNtNoAbxSLnTZQ,45
G-8hUXevd3xGLhn41427OA,1
G-Budikce_UlvUmwiBOg1A,14
G-F_d3Lchz_XKObaGddI4A,67
G-FrjKHpQVoH_P1saaMNRQ,11
G-GBbY5pZbaiQRHXNRYXcA,33
G-L0Zgrj24aKeGJ1eYFfpQ,10
G-LyXtmdMt2t1IGHhCUKTA,86
G-OwBg3doMu8CSz5Gy1Vew,18
G-QIU9QqoO_Hf5Z9eEQqDA,39
G-RWDXPi9ro_KHMeuPRLWA,25
G-UGbGmZDM6jp_hWutqU5w,14
G-W4bF6oQblDpmpDj3Ft7A,4
G-Y-fiH5cuBH8XvjURiPuA,27
G-ZtHSiWOAsc4j8TVrog3w,26
G-cFIEcPgj8_UKrpJR-KjA,73
G-iV6JrqZ32SGSDcrFnH5g,36
G-kN82Exl-qm509n--v6Ew,21
G-l1Ys-BBsq5JJjJdZzIIg,2
G-n6lv6cf5mu8XCzRqssaA,1
G-nAjBeHHnJwOSNsZbGGlQ,6
G-p4c4MRyLRXi4D4XEKFLg,200
G-pGCyWQuNOywHdkKRcnpQ,317
G-pgJnU0_Dq60Y9PI2o-MQ,114
G-t72byLLQmbCaPLZ1MqlQ,4
G-v5vpoGR85ibxHW6ALAQg,3
G-xRH79-qHa7tafCOyUsqg,8
G-zzByEfv2oqjcxYmPsjtA,541
G01vpgoEWyYxESzZEij5sA,133
G028x9GKNEvl9tJ7LBnpHg,1
G047PcbKKb0YHwtpfZE8yg,21
G05cYU51x6Ujt0fXvy1eHg,6
G05onTfsBbgpFHejwvDCcQ,33
G0Fhi9lh1sSZSSPuXpe6Ug,393
G0I6lFNZnCO55XmXDDJ87A,18
G0MgcqZAUlV_kaCha054UQ,52
G0OV23-dZlDjTwgVR7gtYA,33
G0PHfQWKMnhzRQBMK6RK8A,6
G0Poj5ITKDS6_ZB2d2Fqbg,207
G0QRdJuzDh7PvhvIt0RxKA,208
G0QmHV7w2Sil4Xj7LJFsLA,182
G0SdTtwkTFTBogHBUhExNg,164
G0aALgedhSXSPbaNYKYHAA,77
G0aN3xXExz2FMiE2eUbj3A,2
G0azkbivLBv8I0VPqbmodg,9
G0bl0U-33Frk8wshAt9W_w,2
G0boNJD6u5XtkoAMY2-z1Q,23
G0d7_IdRhcD64hsIkjNsGg,4
G0glQr3Ygr5CGcACepWDSw,172
G0jHNZzhiHWCYZmZWCg-6w,12
G0jPZ3dPS_TqtASortZkJg,14
G0mFgbgH80o3IXtHymGxFA,71
G0qAfGpIHU0gDJl-t8agnA,19
G0rJD85hUDQ0Omz0rOFeOQ,663
G0weNfAr8eGunromy3srpA,2
G0xz3kyRhRi6oZl7KfR0pA,913
G0yx2U2O7iFgHURoIYvcNA,29
G10czVSvcFk8FSespfRJMQ,9
G10zNaL02YL5ai5orAdDCQ,316
G11SfpJ69MAyCAwNpghwsA,65
G1280tTnHsioeQHTaWyK3w,1356
G14DU0jzjFoEvZL843Bxng,8
G154VLA5hUMwlYXn5b8gxw,25
G15tUaO6G0nS41zY8g8Yow,25
G1EStwbrdBbCKQnG4UYVjA,8
G1EanzvwOGLx_J-IwxnwtQ,9
G1F_L3fCHmUFJ_EG_K71jA,33
G1Lp17Kv3j9TPLpHbb5bRQ,2
G1M1OJmxp5dPY3rRYpl5WQ,101
G1MXujpA5g9QU0Cn1N9RqA,109
G1MuH_S868-JmwJvaEnpuw,46
G1OsHl1jMDiepFJnWQTTQQ,7
G1PbNo1yYxAu7G6b6sXZiw,125
G1QRh5YBb7DXEuYu7q9LxA,4
G1Rls30zLBxmreN4duaVQA,84
G1ZZJsBw7FSFS9bk0o1JEA,6
G1_plUowmMGqM44TNVjr5A,22
G1_wi1KDU7a3YowdNUEkuQ,8
G1eSeHP8jXpNjU1LscMhfQ,16
G1fQJ8k5U1gdX0vWODCZYA,167
G1iDxFTY-G6ZzqLE5V2ELA,3
G1lba2DhG4huw6LLBZF25g,19
G1n2sxkPB8Jn0xPC538QRw,25
G1nix5cIWx3Jla8xZG-xAA,79
G1q1IeNbiRJL5bReBLFdzQ,240
G1q5MH5z7OKJOnq9nnbzZw,14
G1v43d_q3HjSKqUOUyF5Pw,11
G1vUqy1-vDsCbCFrZkFnuQ,36
G1ygc6tCvMdwFmS0PcPTbQ,9
G1z6yTWsbmCD9wjBXyHJ9g,1
G21MuD1q2SAdZLjTxxPMGw,275
G26UZaA4r-WKJqayBoVrmg,4
G2797W9QRLfhuV8KUdfSwA,100
G29InUwcJ6IEGWwZHcv86Q,4
G29KBrDNpd0RRtNwovvwEQ,2
G2Byuh4EVeSnqqWBWtD7rg,2
G2COy6XlpyJ0YEHsp79Org,29
G2ElfaHhRuVFTDbgWlu2Jw,65
G2GYKfrDmaPuIXEjA1PdHg,21
G2HoBp20Uj0-yaExS7J44g,4
G2PRS729S-GFsH2yTXixng,2
G2QtJqgWlerYUZP0UKQUww,10
G2Ubc7_x_MoI_H-jsX4fug,9
G2W56pUxgJs7UzGcSL0EdQ,24
G2_1Q5TnESlgdQDufHtqIw,221
G2bqTai2-QFDNAVi5_x_yg,20
G2dLUMlSPMTD8eCIcsz5-g,1
G2g-5SkWtv7bkSkKYXEtfQ,48
G2iXbxUScfKHVprQDj46GA,52
G2jGesZ1xLLlrqNKab5RfA,22
G2lV84jUbjni3w-nG3uNcg,109
G2n77sQxr0XqPekhTu6HvA,18
G2oWC7vWPTiTZt--0bUMzA,253
G2okUNH-Jeks8hqJvSilcw,98
G2qwrQMjN8r6DbOzhyujhg,145
G2sQXq3VGVDuYWyZEDcNBA,8
G2xHCC935Bc76PS1Yen-Ng,23
G30yk7_dun4TMbRvtSTdoQ,30
G312jfYZS4NBEKaXOF0xPw,30
G34TWxDltxUBelSqVhpV2g,34
G35Rwxx5Nwyy4vVGiy0rzw,21
G374erxXpE7ArbxJ4kUnSA,217
G38hzxLryCEpCahMAGmGJA,51
G395F6h34bpooNxPOnDtJQ,27
G3CkUD0j2N1bIvs8AJdCqg,33
G3EW13G66ISs6L1xhDXdNA,102
G3KE9TGFdatTQubjey7HzA,16
G3LDyu_qSmufy0Rqh381AQ,3
G3PjjY-Ai1AEEA83TroSbQ,53
G3Py_rBYU1R0_QPzo64tNA,31
G3WxNl3eCs094AGRVCnduQ,73
G3XJc8cjab0vrovfart7Gw,479
G3Y8C3Jf8neS8bhbdH6dLQ,1
G3YFsvNF9LV6CWyQQIMu-A,7
G3YP-rOrzN5XhLeB3aH_Jw,50
G3Zd640VOpMgxXizb6aO6A,3
G3fZGozLaJjIVU08mXk5qQ,174
G3hJxTP1RNu5O800OrbdcA,108
G3kKXnQXI87sUHNJj_a5zA,6
G3qBLCBZRIgs2vpwkkTNWQ,16
G3qHuySzimTTf1_6uBxF2g,296
G3u9BQ7cc-IcXOfNyFKmnw,385
G3w7XlKj1kf_5ddg4Faxpw,423
G3zXAgcou3jCx7sGfkGoyg,2
G3zw1-mc-slTVFkXWyq9jw,5
G4-RmG76U4NeTMiCQJoMjg,30
G42OqzStFgno8a0mY_w06g,4
G46IPEYhXldmjIPIxk2piw,5
G48tv7iQ6ISfNR2FB2-cvw,7
G49xXZsMJYsah2Joa9mASw,32
G4AF4omgseJxPQlvs7-RRA,25
G4C2pIXEhnxZdmMvBRNZFw,4
G4DLnd3pEcRuKWnNe3SYnQ,5
G4Eq6CF2gOciUWskvBOUDQ,11
G4Fp73FQzy9U-PkYV0yZbg,9
G4G7D3_L-dHeq6SXsqd_oQ,3
G4IigHfYODjMJ0NpF3zEhQ,52
G4Jv8VmB1gY7jZmRA0Wa6w,7
G4LfkfTS9JM97rsEP3Bn9A,82
G4P_3-Gj3b5pizqDmitP3w,1
G4SwpFTN0211k4VkNVi52Q,1
G4TSX0FPMYsPpMPoAjWXSg,4
G4Uv3I-beufsh-z0OWGpkA,37
G4VYdDhZ0lxzQ0OvUhWfEg,366
G4WFmJPXGChCf5BiOdplDA,105
G4ZvJQHR_3mmMBw7ohHSWQ,21
G4_qn6qaTtc1Rq4etW1puw,1
G4aYMNkWN7VWr5OaIP2zCw,8
G4efdM6hnMY7AUpvB2h0EA,25
G4gK6ie8rM6qfcr9JfL8ZQ,66
G4giHMSxslApUb2kAtQq5g,29
G4gzTUGV2xAoz6CG9STqfg,14
G4jXriUSOYxmVbcoLV1VCA,10
G4kmb7lGpbER5Jd2Al2TLw,1155
G4lRmwDHdvhZAhmtlsYYBw,62
G4mEyZGeS_4JOuAQWg2dJA,41
G4oTqhwYJ-4vdkw1gIDkDQ,7
G4ot9BA1_fWZo9kVyKT_pA,23
G4q8X_BmhaZEvSfPY5ug5g,16
G4qZLk5mMCaGlo0_pG3w0w,70
G4rgfDp5pltixiUDblEUvg,14
G4rlQInfEHBIzGBuAJrovg,189
G4sLH98DHyejB5RcDljaFQ,733
G4y0HxePBgAYi3iJS_tUPQ,232
G4ynZekShA3xZNClOOztzg,8
G4z17Wx5D6cEmhu6Spyqdw,17
G503RdNVGztzLuBfNY4l3A,68
G56cuTuNvZlOwpPqOlQeeQ,59
G5CJwaHmWUqomcNVTrllDw,5
G5CwlZ8v5nusx6fDfzu8Vw,3
G5E0Fmneihv_TjT8N6ZQLQ,21
G5EiEJcO_TqWfSK9YjH_Sw,3
G5EiTYvAPMlFyFRBzP7TxQ,309
G5Eq92IZ-GRWFGnUdLQvsw,31
G5IPYoL-c0mZYVx62OlVqQ,2
G5OTRl31cJtu0tI4pf7t4w,550
G5PSyr8Qwg6PAC6GPf-dXQ,37
G5TI1eBlUFbrjQcpC4eNBg,23
G5bm_MBXXkX4TwVPtke7-w,194
G5gQbwb4EZUEHNlT5oYUgQ,22
G5jc1s3Nyp8vPIZ6D0cu1w,202
G5jxVV_AIHCquF0B3PqYRw,36
G5kWtADcIMy5CgrjUerfnA,102
G5kg0wEuDk5eGdS8Dgb2vw,6
G5ovf32QlclDiBbOD7sx-g,43
G5rmqJ7nPv04Jm1slaDYsA,3
G5sMILBHK-4Qh9gam6GcAg,58
G602l7e35ia6mOHzHaFV8g,23
G69tF9LvuXXCopJwfFCA-A,52
G6AhDe0GPUee3Q9zzfirXg,17
G6BKeEPl8Pvoy1ra288gHw,3
G6BsgXWHqddv-bGKS1NcyA,173
G6CY7XM8N64FzeQ3hH07zw,10
G6Ck3Q0-hghHIJwn-rjJ1A,6
G6DWImffw5CjQ2YDwVOJ4Q,9
G6Drpd_t48w4qTVfOZ4QHw,37
G6EjPHf4DZNOiwGWT5Td5g,288
G6EkKOLWiOw_8G7olgvalg,32
G6GuTMXnSZ7kgnAaeOsf3Q,308
G6LoNkTHopeCB8mg1mG8Rw,21
G6N5IuqIwCbLeTjWkf1Dzw,102
G6SgfopcI0ane6Sbpnl6Zw,34
G6V2CsK61wn_iPqAT5C-Dg,17
G6W3AfKY0UKAoyOyjyrGtA,93
G6W3yTHo-zUN99kMEXY0GA,574
G6Wm6EqUKaKFGrBulQJ3Tg,37
G6ZSE1Z8LDcTd4LIqq3BaQ,69
G6Zoh5nlhN_Q94PGvUetvA,84
G6_zdYOVXUtEuW50ymodcA,828
G6bkueZBowPPG5kygyRkLA,90
G6d8eYZSaGXeyppvu9V2qg,32
G6fGasGJuhEsqyP8wYi97g,4
G6gdDBEB-gEIGoYVrMoXrA,7
G6gtVBLVsmNNNcd_cx6GCg,17
G6h-9AZro_Ni_4eRR9CkRw,289
G6jI6zpypv7B08vWQLaJWg,29
G6kRQylkjNNE-yUXM2muBg,140
G6lbDeRY_ZpD7FS5dL3qJw,332
G6mWqjTcH0LGD3KYN6ilgw,23
G6nWcJom3gMOZyEDm5YfFA,2
G6o1llCp6rv8arQqxOrSkQ,9
G6psTPu7Gt4KM04v4Q_feg,5
G6qbByoO3QE-rft_1J94eQ,170
G6wIe8MV058kUWN1ZwQSLg,246
G6woICjwtJIbYHc6xatqfw,261
G6zglTuVARLTQrZgyFMMhw,7
G7-dJCnMHEM-aOeriojyqw,26
G70Z6x7SGAl7vvGKpqLdhA,35
G7353dWcPSSbbGAAkPt9Tg,89
G77XgkojEyK19X7LHiqklA,20
G79i75_gXdsw9xlICUBjmQ,10
G7AEvOxbIUV2Em7FMmwXGQ,40
G7AW0gf4zdqsk-BeBuuuYw,80
G7Ayf0VadYQRMNJvT6gA3Q,177
G7BQjv3iDfxROkAs-QxRpQ,279
G7CDIFqc6UY3I1I2MdGWkw,19
G7E-ovmiBVbzg2abbWwKDA,67
G7G1QTVugC-jOwYkqs-UKg,59
G7GgIvjuxAe13Y-6Y9acCg,52
G7Hq19GVC-zcAFuvovvIWg,29
G7KCj6NG-RIFKVcdPQGD9w,160
G7NoESFUK571kBSlr-1AFA,107
G7O1jXIuroITPgOGhA-TBQ,86
G7OKvrO8KAODyaM0schyqQ,12
G7OO9Dys3_buE8uW9shKbg,10
G7UzqSWntpAZ5LFv00D2jA,4
G7XPVBOKuxCq7L84fqNflA,4
G7_sElQQu5_bUYTjyLKdaw,26
G7dzr2QSLjZqf4D3Vr4msA,6
G7ey4UkCIKojEcNRxHvjjQ,9
G7fe-mubzI2hrVlYA7WftA,84
G7g_qBWenj0McEQW1Nua3Q,39
G7h3bM2JhofFRUlXGRoxmA,7
G7lv24IXEeBl9RIb6vNOHA,10
G7nWAFQMsulnLIAe1ZQwbw,18
G7npxjxLWbeWZy3EH39T_A,44
G7rUNpc5Kd8M6riwvCwL7Q,70
G7tjI1NWNM9tBzB0_JIpFw,1
G7w6_B9GL9p3sGXAehXgyw,29
G7wAUQxiKWBMy0DZQt-0AA,4
G7xigIA_0qQdRT-PkUMJQg,12
G8-Ut4dmT8tdSP4O5mfr1A,13
G80MhPdCYxMeq4hWk7RMtA,112
G847k0tO-0iDLRM9m8Rgcw,865
G84WORbq6Muqq2SIthWOeQ,56
G871bjv4Sr0CuxN2TgWcQw,12
G88XT8uTAFEKLJJHvkyEww,3
G89OuZ3sIEfOR5cXeDqNaA,14
G8GII53SbTzPPAxsoFmycA,4
G8H-8KnMFjS4bHtTBX9t7A,125
G8H9rB9EW4TtzPGJvjZA0Q,10
G8I9weN2VpCAHs2UEmwf2g,486
G8IN7d9ygbtf6lbMKbkm8A,82
G8JIEDds6PZGPlxCGFxxcQ,8
G8JU8WDH3Ny8KLF-YVpB1w,513
G8OVfFHXAV4tnLh--rDHOw,16
G8QUA864YMHV4APBVJAX3g,2
G8RXCkGi2hvb822lcq6ZyQ,1
G8VmPCgzIvbhPga7a1r3Pg,97
G8XDoxprMm9zqBDt6XhFCA,43
G8Y4V99d9coHDNZElKPBGg,176
G8YNW1syUgsr6kLjIHtIuw,1
G8_IhSQHlIcB7Vzr1-btMw,2
G8b5Dkz9YTSBO4-JhveIzw,37
G8dCJvY1J9X3QMROpjfqZg,3
G8dNtoaJZ-_ulOL37pZNNA,9
G8dsK45MtxfCorJJhQRJFA,77
G8e6CO4-oQjx_clHGPoqJg,15
G8efEWTMEiMy5w6i4DjqGw,8
G8efWNYPhEI0FcE5B_W7Zw,7
G8fChxvUG5RnfIiJ1bINvQ,12
G8jRVMPvUKeoMWf1DCa3YA,2
G8kegEnZZQhb0P5Nm_8A0Q,54
G8mGc25i4RNj-NpT_BOmBA,5
G8oBujUQQ8Zs-7YRQkfaig,24
G8pVaj3yS503ah8fxncDVA,318
G8qD8M6rHAMGL4Tt1SiPFA,7
G8qUUwXPhmQABBIbpbV47A,132
G8r_HHphWNWfRN0LgVwrFA,4
G8tVQAe4l7fMefywyyoBaQ,33
G8wBA061pGVyhWj_bpW-Xg,46
G8wRT1dpNhvPH7LsyS1XLw,2
G90JKQwLClVVReSbAA_X-w,1
G93MrbfqrR5vGtGDxqujHw,12
G94ZE3wuk9uZhIBRxtqJKA,86
G94wN0ovMDShRCpF40hyDg,207
G97-9953XuYC3eouiF9utw,433
G98s4QCjcSRLsr9FSJ7qWQ,218
G9DEROzjqTTQiwPiL5zbBg,2
G9FrI7i4cPkeg_kzyc-oiQ,171
G9JHEN8caFkcehbUjJiPjw,2
G9JqaURDTC_pSzji0bytwA,86
G9LUtsVsB_K0ONdHWL1caQ,485
G9LZoNlCfRH941q87_JLIg,966
G9QFbucw_PC-eFjAfN-49g,3
G9QkHRWP1EB355hEqkybJw,1
G9RPKUb2D1yZbk1aEKdoYA,42
G9VSvilG40OU0BrIoCgbvQ,103
G9VevoXVptjhitu3pvn3XQ,24
G9_MiGNofTuwpOp9at5qSQ,1
G9ez1w58i_ReNqnlRoSpBA,123
G9hwzbk-6OGXqdSli0iKrg,89
G9jPDBSOR_nIrSuBBXy-KA,11
G9m_k4ioNJS3G8MnMAHObA,2
G9rBwcWp56C8r6ZFwVuimA,219
G9yLFZrsrbsvkpDmVff0gA,15
GA3UH6RSPDhs0mDj3yoRTw,1
GA40olKHiIPkGzqnH4Mjlg,1
GA5k7GTGYv637ydUAQb_ug,74
GA8WLE2d9k1Fwuaxl9t3Aw,41
GA9OAgqv9JOHzXrvKCQVOQ,481
GABa_C0I4PTTa_-aLUo0aQ,257
GAGvDs8lW5wkD5Fwt8C3sg,8
GAINPyM9n673GUgNkGBOcg,139
GAME0ev6AhqGDwJTcQ139A,40
GANtEqmJidNEPQ-NybSjVg,7
GAOKHQW_025tha-xf6NrDA,40
GARXhK4SYVcI7drvqjj3kw,8
GAVmC3biHaMUOSsWvQd8fA,31
GAXuzDNbzfZbtZYxqrdHnw,269
GAZFU6eroDqvjAjFMU9yrA,2
GAZMcRxy2i8ZHlwl7otD6Q,3
GAbSLpzFLeFwjWI-c8RfNQ,10
GAc0yLxo45OljCwMeNo0Fw,10
GAd4JqRMfbpep3WzpzFc0g,4
GAgosZDSlzC5WpGrb0ic4g,4
GAhzoZq315gjxCUeVNQTGA,3
GAklIF-ucUsXPBZYZxeOpg,20
